Pathway,Mummichog_Pvals,GSEA_Pvals,Combined_Pvals,Run,N_features
Vitamin B9 (folate) metabolism,0.3027,0.5538,0.4671,861,1927
Purine metabolism,0.4063,0.3699,0.4351,862,1927
Vitamin B9 (folate) metabolism,0.06226,0.5385,0.1474,862,1927
Purine metabolism,0.766,0.04,0.1374,863,1927
Vitamin B9 (folate) metabolism,0.1988,0.7073,0.4165,863,1927
Purine metabolism,0.2231,0.0274,0.03727,864,1927
Vitamin B9 (folate) metabolism,0.0582,0.2742,0.082,864,1927
Purine metabolism,0.09288,0.0241,0.0159,865,1927
Vitamin B9 (folate) metabolism,0.2765,0.7692,0.5419,865,1927
Purine metabolism,0.01633,0.0241,0.00348,866,1927
Vitamin B9 (folate) metabolism,0.356,0.7121,0.6014,866,1927
Purine metabolism,0.03153,0.01389,0.00382,867,1927
Vitamin B9 (folate) metabolism,0.1762,0.6102,0.3474,867,1927
Purine metabolism,0.0107,0.01316,0.00139,868,1927
Vitamin B9 (folate) metabolism,0.06674,0.4146,0.1269,868,1927
Purine metabolism,0.5432,0.2373,0.393,869,1927
Vitamin B9 (folate) metabolism,0.3721,0.07273,0.1247,869,1927
Purine metabolism,0.1506,0.01235,0.01356,870,1927
Vitamin B9 (folate) metabolism,0.1645,0.8085,0.4013,870,1927
Purine metabolism,0.1349,0.01316,0.01302,871,1927
Vitamin B9 (folate) metabolism,0.2302,0.3929,0.3078,871,1927
Purine metabolism,0.4237,0.01282,0.03376,872,1927
Vitamin B9 (folate) metabolism,0.4711,0.7547,0.7232,872,1927
Purine metabolism,0.03388,0.0119,0.00355,873,1927
Vitamin B9 (folate) metabolism,0.0506,0.4262,0.1043,873,1927
Purine metabolism,0.1209,0.01639,0.01431,874,1927
Vitamin B9 (folate) metabolism,0.1716,0.6863,0.3697,874,1927
Purine metabolism,0.07726,0.01408,0.00851,875,1927
Vitamin B9 (folate) metabolism,0.3039,0.8,0.587,875,1927
Purine metabolism,0.3046,0.04054,0.06661,876,1927
Vitamin B9 (folate) metabolism,0.8504,0.8246,0.9501,876,1927
Purine metabolism,0.2436,0.04878,0.06456,877,1927
Vitamin B9 (folate) metabolism,0.1326,0.4355,0.2224,877,1927
Purine metabolism,0.1744,0.02326,0.0264,878,1927
Vitamin B9 (folate) metabolism,0.312,0.5781,0.4893,878,1927
Purine metabolism,0.00468,0.04444,0.00197,879,1927
Vitamin B9 (folate) metabolism,0.04481,0.4722,0.1028,879,1927
Purine metabolism,0.00852,0.04225,0.00321,880,1927
Vitamin B9 (folate) metabolism,0.02017,0.8475,0.08666,880,1927
Purine metabolism,0.06861,0.02353,0.01199,881,1927
Vitamin B9 (folate) metabolism,0.03869,0.6098,0.112,881,1927
Purine metabolism,0.5674,0.09877,0.2175,882,1927
Vitamin B9 (folate) metabolism,0.031,0.5574,0.08739,882,1927
Purine metabolism,0.466,0.01613,0.04428,883,1927
Vitamin B9 (folate) metabolism,0.06079,0.434,0.1223,883,1927
Purine metabolism,0.03779,0.01389,0.00449,884,1927
Vitamin B9 (folate) metabolism,0.03148,0.5893,0.09252,884,1927
Purine metabolism,0.4412,0.04545,0.09844,885,1927
Vitamin B9 (folate) metabolism,0.1073,0.3898,0.1746,885,1927
Purine metabolism,0.07789,0.01316,0.00808,886,1927
Vitamin B9 (folate) metabolism,0.2841,0.4833,0.41,886,1927
Purine metabolism,0.3237,0.02857,0.05256,887,1927
Vitamin B9 (folate) metabolism,0.1541,0.5439,0.2917,887,1927
Purine metabolism,0.2072,0.01176,0.0171,888,1927
Vitamin B9 (folate) metabolism,0.8361,0.7273,0.9106,888,1927
Purine metabolism,0.06828,0.01316,0.0072,889,1927
Vitamin B9 (folate) metabolism,0.09421,0.7037,0.2462,889,1927
Purine metabolism,0.2555,0.0125,0.02155,890,1927
Vitamin B9 (folate) metabolism,0.5743,0.2857,0.4606,890,1927
Purine metabolism,0.1961,0.04545,0.05098,891,1927
Vitamin B9 (folate) metabolism,0.07538,0.3968,0.1349,891,1927
Purine metabolism,0.3839,0.03191,0.06618,892,1927
Vitamin B9 (folate) metabolism,0.1787,0.8356,0.4333,892,1927
Purine metabolism,0.03042,0.0125,0.00337,893,1927
Vitamin B9 (folate) metabolism,0.04286,0.3273,0.07388,893,1927
Purine metabolism,0.08086,0.01266,0.00807,894,1927
Vitamin B9 (folate) metabolism,0.0733,0.7818,0.2212,894,1927
Purine metabolism,0.1605,0.01639,0.01826,895,1927
Vitamin B9 (folate) metabolism,0.07195,0.7727,0.2162,895,1927
Purine metabolism,0.1212,0.0137,0.01229,896,1927
Vitamin B9 (folate) metabolism,0.07416,0.9057,0.2485,896,1927
Purine metabolism,0.217,0.01639,0.02361,897,1927
Vitamin B9 (folate) metabolism,0.4703,0.3488,0.4606,897,1927
Purine metabolism,0.00725,0.01351,0.001,898,1927
Vitamin B9 (folate) metabolism,0.07585,0.5745,0.1801,898,1927
Purine metabolism,0.01302,0.03077,0.00353,899,1927
Vitamin B9 (folate) metabolism,0.0701,0.4615,0.1434,899,1927
Purine metabolism,0.1319,0.0137,0.01322,900,1927
Vitamin B9 (folate) metabolism,0.1685,0.7222,0.3779,900,1927
Purine metabolism,0.1442,0.05357,0.0453,901,1927
Vitamin B9 (folate) metabolism,0.5163,0.9111,0.8252,901,1927
Purine metabolism,0.04431,0.0625,0.01908,902,1927
Vitamin B9 (folate) metabolism,0.01386,0.3333,0.02947,902,1927
Purine metabolism,0.06832,0.01266,0.00697,903,1927
Vitamin B9 (folate) metabolism,0.6584,0.9535,0.92,903,1927
Purine metabolism,0.6392,0.08108,0.2052,904,1927
Vitamin B9 (folate) metabolism,0.4309,0.4,0.4754,904,1927
Purine metabolism,0.4264,0.04412,0.09355,905,1927
Vitamin B9 (folate) metabolism,0.3871,0.4082,0.4496,905,1927
Purine metabolism,0.3168,0.01299,0.02672,906,1927
Vitamin B9 (folate) metabolism,0.1014,0.6032,0.232,906,1927
Purine metabolism,0.1096,0.01351,0.01113,907,1927
Vitamin B9 (folate) metabolism,0.1615,0.6909,0.3562,907,1927
Purine metabolism,0.1527,0.01299,0.01433,908,1927
Vitamin B9 (folate) metabolism,0.00299,0.5818,0.0128,908,1927
Purine metabolism,0.4659,0.2353,0.352,909,1927
Vitamin B9 (folate) metabolism,0.0438,0.6667,0.1324,909,1927
Purine metabolism,0.06533,0.05405,0.02347,910,1927
Vitamin B9 (folate) metabolism,0.4548,0.8868,0.7695,910,1927
Purine metabolism,0.3142,0.1268,0.1682,911,1927
Vitamin B9 (folate) metabolism,0.1482,0.9216,0.4086,911,1927
Purine metabolism,0.09997,0.01205,0.0093,912,1927
Vitamin B9 (folate) metabolism,0.0759,0.3056,0.1105,912,1927
Purine metabolism,0.07301,0.02857,0.01496,913,1927
Vitamin B9 (folate) metabolism,0.00699,0.3962,0.01909,913,1927
Purine metabolism,0.1856,0.05063,0.05326,914,1927
Vitamin B9 (folate) metabolism,0.02602,0.7377,0.09508,914,1927
Purine metabolism,0.09088,0.3696,0.1476,915,1927
Vitamin B9 (folate) metabolism,0.06428,0.6042,0.165,915,1927
Purine metabolism,0.4209,0.07353,0.1385,916,1927
Vitamin B9 (folate) metabolism,0.3686,0.95,0.7177,916,1927
Purine metabolism,0.04232,0.02381,0.00796,917,1927
Vitamin B9 (folate) metabolism,0.0384,0.8,0.1377,917,1927
Purine metabolism,0.05361,0.01176,0.00528,918,1927
Vitamin B9 (folate) metabolism,0.1922,0.359,0.2534,918,1927
Purine metabolism,0.161,0.02532,0.02651,919,1927
Vitamin B9 (folate) metabolism,0.2295,0.6444,0.4306,919,1927
Purine metabolism,0.3044,0.03571,0.06002,920,1927
Vitamin B9 (folate) metabolism,0.1171,0.7727,0.3079,920,1927
Purine metabolism,0.08338,0.04286,0.02371,921,1927
Vitamin B9 (folate) metabolism,0.148,0.8333,0.3815,921,1927
Purine metabolism,0.01453,0.07246,0.00827,922,1927
Vitamin B9 (folate) metabolism,0.03244,0.4909,0.08184,922,1927
Purine metabolism,0.6414,0.2535,0.458,923,1927
Vitamin B9 (folate) metabolism,0.01868,0.5862,0.06039,923,1927
Purine metabolism,0.08617,0.01205,0.00817,924,1927
Vitamin B9 (folate) metabolism,0.1491,0.5079,0.2712,924,1927
Purine metabolism,0.01313,0.03947,0.00444,925,1927
Vitamin B9 (folate) metabolism,0.00808,0.6491,0.0328,925,1927
Purine metabolism,0.03521,0.03509,0.00951,926,1927
Vitamin B9 (folate) metabolism,0.1702,0.7708,0.3977,926,1927
Purine metabolism,0.1243,0.0119,0.01112,927,1927
Vitamin B9 (folate) metabolism,0.2703,0.7667,0.5334,927,1927
Purine metabolism,0.2329,0.02857,0.04,928,1927
Vitamin B9 (folate) metabolism,0.328,0.8727,0.6443,928,1927
Purine metabolism,0.6222,0.01176,0.0433,929,1927
Vitamin B9 (folate) metabolism,0.6904,0.6034,0.7814,929,1927
Purine metabolism,0.00454,0.02857,0.00129,930,1927
Vitamin B9 (folate) metabolism,0.08343,0.6034,0.2008,930,1927
Purine metabolism,0.6491,0.07143,0.1888,931,1927
Vitamin B9 (folate) metabolism,0.2188,0.8077,0.483,931,1927
Purine metabolism,9.5e-4,0.0122,1.4e-4,932,1927
Vitamin B9 (folate) metabolism,0.0871,0.4603,0.169,932,1927
Purine metabolism,0.09725,0.05333,0.03247,933,1927
Vitamin B9 (folate) metabolism,0.02688,0.7778,0.1018,933,1927
Purine metabolism,0.01603,0.02353,0.00335,934,1927
Vitamin B9 (folate) metabolism,0.1903,0.3396,0.2416,934,1927
Purine metabolism,0.271,0.05195,0.0741,935,1927
Vitamin B9 (folate) metabolism,0.03184,0.8305,0.1225,935,1927
Purine metabolism,0.05044,0.02353,0.00918,936,1927
Vitamin B9 (folate) metabolism,0.0688,0.3,0.1007,936,1927
Purine metabolism,0.01929,0.01351,0.00241,937,1927
Vitamin B9 (folate) metabolism,0.08282,0.3387,0.1283,937,1927
Purine metabolism,0.3502,0.0411,0.07544,938,1927
Vitamin B9 (folate) metabolism,0.3454,0.3208,0.3546,938,1927
Purine metabolism,0.3789,0.07547,0.1302,939,1927
Vitamin B9 (folate) metabolism,0.1092,0.9216,0.3318,939,1927
Purine metabolism,0.2751,0.03448,0.05367,940,1927
Vitamin B9 (folate) metabolism,0.3005,0.234,0.257,940,1927
Purine metabolism,0.06762,0.01111,0.00616,941,1927
Vitamin B9 (folate) metabolism,0.2161,0.6739,0.4262,941,1927
Purine metabolism,0.3811,0.06349,0.1142,942,1927
Vitamin B9 (folate) metabolism,0.5602,0.9184,0.8564,942,1927
Purine metabolism,0.5464,0.01562,0.04919,943,1927
Vitamin B9 (folate) metabolism,0.3789,0.8548,0.689,943,1927
Purine metabolism,0.1059,0.05882,0.03787,944,1927
Vitamin B9 (folate) metabolism,0.1364,0.4082,0.2165,944,1927
Purine metabolism,0.00951,0.01266,0.00121,945,1927
Vitamin B9 (folate) metabolism,0.1239,0.9032,0.357,945,1927
Purine metabolism,0.5631,0.025,0.07409,946,1927
Vitamin B9 (folate) metabolism,0.2328,0.3878,0.3074,946,1927
Purine metabolism,0.02042,0.04938,0.00797,947,1927
Vitamin B9 (folate) metabolism,0.4076,0.7,0.6431,947,1927
Purine metabolism,0.612,0.07246,0.1825,948,1927
Vitamin B9 (folate) metabolism,0.1169,0.4833,0.2189,948,1927
Purine metabolism,0.561,0.01282,0.04268,949,1927
Vitamin B9 (folate) metabolism,0.2087,0.7742,0.4561,949,1927
Purine metabolism,0.2816,0.01299,0.02419,950,1927
Vitamin B9 (folate) metabolism,0.2202,0.4603,0.3334,950,1927
Purine metabolism,0.6012,0.03226,0.09586,951,1927
Vitamin B9 (folate) metabolism,0.5355,0.4314,0.5695,951,1927
Purine metabolism,0.3852,0.0137,0.03295,952,1927
Vitamin B9 (folate) metabolism,0.7665,0.875,0.9386,952,1927
Purine metabolism,0.07889,0.01299,0.00808,953,1927
Vitamin B9 (folate) metabolism,0.04811,0.6522,0.14,953,1927
Purine metabolism,0.08663,0.01282,0.00867,954,1927
Vitamin B9 (folate) metabolism,0.03032,0.7069,0.1038,954,1927
Purine metabolism,0.1626,0.01176,0.01388,955,1927
Vitamin B9 (folate) metabolism,0.01748,0.4902,0.04934,955,1927
Purine metabolism,0.08479,0.02597,0.01568,956,1927
Vitamin B9 (folate) metabolism,0.03986,0.7333,0.1325,956,1927
Purine metabolism,0.2604,0.01408,0.02423,957,1927
Vitamin B9 (folate) metabolism,0.1122,0.6923,0.2762,957,1927
Purine metabolism,0.148,0.01176,0.0128,958,1927
Vitamin B9 (folate) metabolism,0.2485,0.76,0.5036,958,1927
Purine metabolism,0.03483,0.01282,0.00389,959,1927
Vitamin B9 (folate) metabolism,0.1084,0.4375,0.192,959,1927
Purine metabolism,0.1028,0.0125,0.00984,960,1927
Vitamin B9 (folate) metabolism,0.3224,0.6379,0.5309,960,1927
Purine metabolism,0.09979,0.01299,0.00991,961,1927
Vitamin B9 (folate) metabolism,0.1272,0.6167,0.2782,961,1927
Purine metabolism,0.3221,0.05263,0.08608,962,1927
Vitamin B9 (folate) metabolism,0.4199,0.6182,0.6097,962,1927
Purine metabolism,0.3942,0.04286,0.08584,963,1927
Vitamin B9 (folate) metabolism,0.3578,0.6122,0.5517,963,1927
Purine metabolism,0.2168,0.2143,0.1891,964,1927
Vitamin B9 (folate) metabolism,0.2091,0.7407,0.4437,964,1927
Purine metabolism,0.06586,0.01235,0.0066,965,1927
Vitamin B9 (folate) metabolism,0.1974,0.2742,0.2119,965,1927
Purine metabolism,0.07678,0.0597,0.02927,966,1927
Vitamin B9 (folate) metabolism,0.3224,0.7797,0.5984,966,1927
Purine metabolism,0.1996,0.02667,0.03319,967,1927
Vitamin B9 (folate) metabolism,0.03441,0.4912,0.08587,967,1927
Purine metabolism,0.0265,0.0241,0.00534,968,1927
Vitamin B9 (folate) metabolism,0.08243,0.8182,0.2493,968,1927
Purine metabolism,0.2844,0.02532,0.04272,969,1927
Vitamin B9 (folate) metabolism,0.2013,0.5614,0.3594,969,1927
Purine metabolism,0.143,0.01429,0.0147,970,1927
Vitamin B9 (folate) metabolism,0.128,0.2708,0.1512,970,1927
Purine metabolism,0.02894,0.01176,0.00306,971,1927
Vitamin B9 (folate) metabolism,0.04125,0.8269,0.1493,971,1927
Purine metabolism,0.4341,0.359,0.4455,972,1927
Vitamin B9 (folate) metabolism,0.2888,0.8615,0.5949,972,1927
Purine metabolism,0.03286,0.01471,0.00417,973,1927
Vitamin B9 (folate) metabolism,0.06993,0.3051,0.1034,973,1927
Purine metabolism,0.02553,0.06897,0.01293,974,1927
Vitamin B9 (folate) metabolism,0.1412,0.9,0.3893,974,1927
Purine metabolism,0.04521,0.01136,0.0044,975,1927
Vitamin B9 (folate) metabolism,0.03027,0.7333,0.1067,975,1927
Purine metabolism,0.1925,0.04,0.04517,976,1927
Vitamin B9 (folate) metabolism,0.2368,0.6829,0.4563,976,1927
Purine metabolism,0.6861,0.01429,0.05515,977,1927
Vitamin B9 (folate) metabolism,0.2104,0.1569,0.1456,977,1927
Purine metabolism,0.2915,0.03636,0.05879,978,1927
Vitamin B9 (folate) metabolism,0.04549,0.5122,0.1109,978,1927
Purine metabolism,0.02848,0.1186,0.0226,979,1927
Vitamin B9 (folate) metabolism,0.08643,0.8868,0.2735,979,1927
Purine metabolism,0.2642,0.0137,0.02397,980,1927
Vitamin B9 (folate) metabolism,0.214,0.4074,0.2999,980,1927
Purine metabolism,0.577,0.02128,0.0663,981,1927
Vitamin B9 (folate) metabolism,0.4224,0.4426,0.5005,981,1927
Purine metabolism,0.2523,0.01235,0.0211,982,1927
Vitamin B9 (folate) metabolism,0.1587,0.9348,0.4314,982,1927
Purine metabolism,0.6962,0.01538,0.05929,983,1927
Vitamin B9 (folate) metabolism,0.05738,0.449,0.12,983,1927
Purine metabolism,0.2754,0.05195,0.07508,984,1927
Vitamin B9 (folate) metabolism,0.1872,0.5,0.3153,984,1927
Purine metabolism,0.319,0.01429,0.02913,985,1927
Vitamin B9 (folate) metabolism,0.2677,0.3158,0.2934,985,1927
Purine metabolism,0.2881,0.01235,0.02362,986,1927
Vitamin B9 (folate) metabolism,0.1004,0.6545,0.2447,986,1927
Purine metabolism,0.1781,0.02632,0.02982,987,1927
Vitamin B9 (folate) metabolism,0.1422,0.4211,0.2285,987,1927
Purine metabolism,0.1414,0.01887,0.01849,988,1927
Vitamin B9 (folate) metabolism,0.0268,0.5581,0.07781,988,1927
Purine metabolism,0.3163,0.01389,0.02824,989,1927
Vitamin B9 (folate) metabolism,0.2669,0.5385,0.4225,989,1927
Purine metabolism,0.1804,0.01587,0.01963,990,1927
Vitamin B9 (folate) metabolism,0.1894,0.3958,0.2691,990,1927
Purine metabolism,0.09391,0.0125,0.00909,991,1927
Vitamin B9 (folate) metabolism,0.4275,0.9322,0.7652,991,1927
Purine metabolism,0.04438,0.03947,0.01287,992,1927
Vitamin B9 (folate) metabolism,0.1066,0.2456,0.1216,992,1927
Purine metabolism,0.1281,0.01515,0.01406,993,1927
Vitamin B9 (folate) metabolism,0.06518,0.7143,0.1894,993,1927
Purine metabolism,0.1911,0.04225,0.04698,994,1927
Vitamin B9 (folate) metabolism,0.4107,0.8393,0.7119,994,1927
Purine metabolism,0.0699,0.01316,0.00735,995,1927
Vitamin B9 (folate) metabolism,0.198,0.6667,0.3993,995,1927
Purine metabolism,0.3015,0.01389,0.02712,996,1927
Vitamin B9 (folate) metabolism,0.07367,0.541,0.1683,996,1927
Purine metabolism,0.09412,0.08,0.04434,997,1927
Vitamin B9 (folate) metabolism,0.4057,0.9444,0.7507,997,1927
Purine metabolism,0.1107,0.01316,0.01097,998,1927
Vitamin B9 (folate) metabolism,0.08973,0.1071,0.05425,998,1927
Purine metabolism,0.4772,0.04545,0.1048,999,1927
Vitamin B9 (folate) metabolism,0.1051,0.2941,0.1384,999,1927
Purine metabolism,0.09931,0.01538,0.01143,1000,1927
Vitamin B9 (folate) metabolism,0.06428,0.4286,0.1265,1000,1927
